iter	Logloss
0	0.6077560198
1	0.5299449066
2	0.464338334
3	0.4056014948
4	0.3597722201
5	0.3200820015
6	0.2894193864
7	0.2605231571
8	0.2346314586
9	0.2114698225
10	0.1916081831
11	0.1777060877
12	0.1634171585
13	0.1529984879
14	0.1420121439
15	0.1344133255
16	0.1273171147
17	0.1199564493
18	0.1151843178
19	0.1102649464
20	0.1065739687
21	0.1028317861
22	0.09942041195
23	0.09696041999
24	0.0945587515
25	0.09277309359
26	0.09130053248
27	0.0899743152
28	0.0886178811
29	0.08691413961
30	0.08557301742
31	0.08426684118
32	0.08303320143
33	0.08205395169
34	0.08105924254
35	0.08042987312
36	0.07968472431
37	0.07889859129
38	0.07839891437
39	0.07786877849
40	0.07749341638
41	0.07696057223
42	0.07642988811
43	0.07615666081
44	0.07575774452
45	0.07550135971
46	0.07520478583
47	0.07490639273
48	0.07467271168
49	0.0743846927
50	0.07410234209
51	0.07389371273
52	0.07371707213
53	0.07352580134
54	0.07335863007
55	0.07321723341
56	0.07303367682
57	0.07292164979
58	0.07275367453
59	0.07257397882
60	0.07243328119
61	0.0722554924
62	0.07211406538
63	0.07200907054
64	0.07194905328
65	0.0718092421
66	0.07172886273
67	0.07158615349
68	0.07151473134
69	0.07137762974
70	0.07131775784
71	0.0711764868
72	0.07106381785
73	0.0709666623
74	0.07088146479
75	0.07075787193
76	0.07062553431
77	0.07049807932
78	0.07036932911
79	0.07029067916
80	0.07019809886
81	0.07010925169
82	0.07002259937
83	0.06995584119
84	0.06985578781
85	0.06973919402
86	0.06970365203
87	0.06966881542
88	0.06959294437
89	0.06951900331
90	0.06947678072
91	0.06937486344
92	0.06932084
93	0.06924550768
94	0.069179985
95	0.06910110597
96	0.06903901643
97	0.06895302337
98	0.06891692645
99	0.06886224112
100	0.06880967461
101	0.06874266055
102	0.06870189687
103	0.06862958084
104	0.06856292823
105	0.06849907648
106	0.06842691159
107	0.06837690363
108	0.06832266225
109	0.06829162658
110	0.06823359942
111	0.06813560433
112	0.06805336641
113	0.06803014649
114	0.06795669983
115	0.06790732452
116	0.06787623299
117	0.06782410891
118	0.06780025119
119	0.0677406309
120	0.06772429762
121	0.06768377835
122	0.06763754297
123	0.06759221796
124	0.06752661479
125	0.06747223664
126	0.06743647486
127	0.06739821759
128	0.06732828965
129	0.06728012457
130	0.06722126554
131	0.06717485952
132	0.06712420742
133	0.06707513655
134	0.06702312517
135	0.06699538766
136	0.06695447543
137	0.06692126866
138	0.06686463195
139	0.06681867565
140	0.0667603252
141	0.06668824256
142	0.06664437448
143	0.06659714508
144	0.06654871848
145	0.06648732393
146	0.06642819941
147	0.06637123294
148	0.06635381001
149	0.06626848479
150	0.0662337463
151	0.06615648219
152	0.06611182322
153	0.06606027918
154	0.06599047854
155	0.06594432357
156	0.0658888378
157	0.06584168177
158	0.06578793986
159	0.06574730128
160	0.065679571
161	0.0656280363
162	0.06558649895
163	0.06555570442
164	0.0655214048
165	0.06543858193
166	0.06539115052
167	0.06533001312
168	0.065289905
169	0.06525039914
170	0.06521919148
171	0.06520557532
172	0.06516930565
173	0.06509888779
174	0.06505733359
175	0.06501696584
176	0.0649424337
177	0.06491595082
178	0.06486967752
179	0.064852116
180	0.06481306702
181	0.06477369428
182	0.0647015125
183	0.06467006059
184	0.06463257902
185	0.06457149416
186	0.06452725478
187	0.06449257652
188	0.06444956943
189	0.06442166454
190	0.06436835203
191	0.06432539153
192	0.06427765148
193	0.06424165095
194	0.06418038148
195	0.06416635416
196	0.06413114757
197	0.06408128242
198	0.0640241217
199	0.06401126471
200	0.06394729841
201	0.06389151843
202	0.06386094068
203	0.06382873912
204	0.06379148918
205	0.06377025834
206	0.0637299925
207	0.06369092087
208	0.06365177051
209	0.06359096265
210	0.06355103991
211	0.06349936413
212	0.06347654905
213	0.06345186367
214	0.06340934853
215	0.06339621614
216	0.06332051532
217	0.06324860743
218	0.06322647212
219	0.06318256749
220	0.06315804896
221	0.06313265687
222	0.06308267968
223	0.06303182912
224	0.06299242014
225	0.06296473863
226	0.06291300789
227	0.06286287627
228	0.06281729323
229	0.06277061184
230	0.06271589632
231	0.06269610306
232	0.06264670144
233	0.06259740337
234	0.06258701689
235	0.06252914996
236	0.06250240753
237	0.06247254148
238	0.06243386133
239	0.06239942574
240	0.06236770194
241	0.06233329165
242	0.06228503406
243	0.06226658086
244	0.06224993919
245	0.06221232735
246	0.06216677878
247	0.06213164453
248	0.06209374358
249	0.06205570806
250	0.06200348933
251	0.06196124337
252	0.06192105926
253	0.06189719681
254	0.06186267458
255	0.06182582976
256	0.06179492937
257	0.06176304998
258	0.06171910443
259	0.06168903659
260	0.06167266218
261	0.06164900751
262	0.06162042525
263	0.06160557227
264	0.06157600643
265	0.06153619826
266	0.06150810619
267	0.06145643863
268	0.06143029257
269	0.06140457827
270	0.06136860879
271	0.06134775135
272	0.06132648915
273	0.06126227545
274	0.06121731288
275	0.06118515896
276	0.06115826766
277	0.06113188785
278	0.0610929589
279	0.06105088886
280	0.06099207793
281	0.06094690604
282	0.06090633927
283	0.06088436882
284	0.0608524106
285	0.06082663251
286	0.06079653738
287	0.06074678841
288	0.06071922395
289	0.06067645408
290	0.0606475092
291	0.06060622846
292	0.06056748503
293	0.06054306448
294	0.06052790407
295	0.06050051128
296	0.06047527539
297	0.06044797519
298	0.06042187877
299	0.06037468269
300	0.06035426211
301	0.06032119815
302	0.06029872007
303	0.06024786943
304	0.06020917635
305	0.0601800869
306	0.0601442185
307	0.06009548263
308	0.06004073828
309	0.06001166266
310	0.06000413049
311	0.05996674053
312	0.05995284604
313	0.05992579277
314	0.0598824037
315	0.05983755178
316	0.05979681687
317	0.0597770595
318	0.05973458858
319	0.05968640735
320	0.05964673172
321	0.05960392912
322	0.05957128106
323	0.05953704536
324	0.05951038403
325	0.059472385
326	0.05944757968
327	0.05942353422
328	0.05939340238
329	0.05935261936
330	0.05930862085
331	0.05926858538
332	0.05924097303
333	0.05918137617
334	0.05913676852
335	0.05908449875
336	0.05906209769
337	0.05903220399
338	0.05898947091
339	0.05895957476
340	0.05894138136
341	0.05890437406
342	0.05888180457
343	0.05885533506
344	0.0588090836
345	0.05878250341
346	0.05874384012
347	0.05872626956
348	0.05870933733
349	0.05869248076
350	0.05865545033
351	0.05863420588
352	0.05861143711
353	0.05859529358
354	0.05857966704
355	0.05854292371
356	0.05851957084
357	0.05851413573
358	0.05847574561
359	0.05844102764
360	0.05842636867
361	0.05838661961
362	0.0583668812
363	0.05836173181
364	0.05834499871
365	0.05833154737
366	0.0582780631
367	0.0582413655
368	0.05823646031
369	0.05820317954
370	0.05816866925
371	0.05814909714
372	0.05812174152
373	0.05810094062
374	0.05806709767
375	0.05803394863
376	0.05801012523
377	0.05797258207
378	0.05793578724
379	0.05790618406
380	0.05788615258
381	0.05785748439
382	0.05783901764
383	0.05781176202
384	0.05778188589
385	0.05772797255
386	0.05769370363
387	0.05764411041
388	0.05761327942
389	0.05758143252
390	0.05754308858
391	0.05752780984
392	0.05750327901
393	0.05745138927
394	0.05740916525
395	0.0573823747
396	0.05735999623
397	0.05731229108
398	0.05728538771
399	0.05726703105
400	0.05723584837
401	0.05722003321
402	0.05718515842
403	0.05716318211
404	0.05712877946
405	0.05709659597
406	0.05706807449
407	0.05703525196
408	0.05701435727
409	0.05699896642
410	0.05696940081
411	0.05695502082
412	0.05694025645
413	0.05689115573
414	0.05686635172
415	0.05684485584
416	0.05680508074
417	0.05676549897
418	0.05674752146
419	0.05674017134
420	0.05672069375
421	0.05666572997
422	0.05664369521
423	0.0566218034
424	0.05657997906
425	0.05655388128
426	0.05652804085
